Make;Model;Displ;Cyl;Trans;Drive;Fuel;Year
LINCOLN;MKT Livery;3.7;6;Auto-6;4WD;Gasoline;2016
LINCOLN;MKX;2.7;6;SemiAuto-6;2WD;Gasoline;2016
LINCOLN;MKX;2.7;6;SemiAuto-6;4WD;Gasoline;2016
LINCOLN;MKX;3.7;6;SemiAuto-6;2WD;Gasoline;2016
LINCOLN;MKX;3.7;6;SemiAuto-6;4WD;Gasoline;2016
LINCOLN;MKZ;2;4;SemiAuto-6;2WD;Gasoline;2016
LINCOLN;MKZ;2;4;SemiAuto-6;4WD;Gasoline;2016
LINCOLN;MKZ;3.7;6;SemiAuto-6;2WD;Gasoline;2016
LINCOLN;MKZ;3.7;6;SemiAuto-6;4WD;Gasoline;2016
LINCOLN;MKZ Hybrid;2;4;CVT;2WD;Gasoline;2016
LINCOLN;Navigator;3.5;6;SemiAuto-6;2WD;Gasoline;2016
LINCOLN;Navigator;3.5;6;SemiAuto-6;4WD;Gasoline;2016
LINCOLN;Navigator L;3.5;6;SemiAuto-6;2WD;Gasoline;2016
LINCOLN;Navigator L;3.5;6;SemiAuto-6;4WD;Gasoline;2016
MASERATI;Ghibli;3;6;Auto-8;2WD;Gasoline;2016
MASERATI;Ghibli S;3;6;Auto-8;2WD;Gasoline;2016
MASERATI;Ghibli S Q4;3;6;Auto-8;4WD;Gasoline;2016
MASERATI;Granturismo;4.7;8;Auto-6;2WD;Gasoline;2016
MASERATI;Granturismo Convertible;4.7;8;Auto-6;2WD;Gasoline;2016
MASERATI;Quattroporte GTS;3.8;8;Auto-8;2WD;Gasoline;2016
MASERATI;Quattroporte S;3;6;Auto-8;2WD;Gasoline;2016
MASERATI;Quattroporte S Q4;3;6;Auto-8;4WD;Gasoline;2016
MAZDA;2;1.5;4;Man-6;2WD;Gasoline;2016
MAZDA;2;1.5;4;SemiAuto-6;2WD;Gasoline;2016
MAZDA;3;2;4;Man-6;2WD;Gasoline;2016
MAZDA;3;2;4;SemiAuto-6;2WD;Gasoline;2016
MAZDA;3;2.5;4;Man-6;2WD;Gasoline;2016
MAZDA;3;2.5;4;SemiAuto-6;2WD;Gasoline;2016
MAZDA;6;2.5;4;Man-6;2WD;Gasoline;2016
MAZDA;6;2.5;4;SemiAuto-6;2WD;Gasoline;2016
MAZDA;CX-3;2;4;SemiAuto-6;2WD;Gasoline;2016
MAZDA;CX-3;2;4;SemiAuto-6;4WD;Gasoline;2016
MAZDA;CX-5 2WD;2;4;Man-6;2WD;Gasoline;2016
MAZDA;CX-5 2WD;2.5;4;SemiAuto-6;2WD;Gasoline;2016
MAZDA;CX-5 4WD;2.5;4;SemiAuto-6;4WD;Gasoline;2016
MAZDA;CX-9;2.5;4;SemiAuto-6;2WD;Gasoline;2016
MAZDA;CX-9;2.5;4;SemiAuto-6;4WD;Gasoline;2016
MAZDA;MX-5;2;4;Man-6;2WD;Gasoline;2016
MAZDA;MX-5;2;4;SemiAuto-6;2WD;Gasoline;2016
MERCEDES-BENZ;AMG C63;4;8;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;AMG C63 S;4;8;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;AMG CLA45 4Matic;2;4;AutoMan-7;4WD;Gasoline;2016
MERCEDES-BENZ;AMG CLS63 4Matic;5.5;8;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;AMG E63 4Matic;5.5;8;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;AMG E63 S 4Matic;5.5;8;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;AMG G63;5.5;8;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;AMG G65;6;12;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;AMG GL63;5.5;8;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;AMG GLA45 4Matic;2;4;AutoMan-7;4WD;Gasoline;2016
MERCEDES-BENZ;AMG GLE63;5.5;8;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;AMG GLE63 S;5.5;8;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;AMG GT S;4;8;AutoMan-7;2WD;Gasoline;2016
MERCEDES-BENZ;AMG S63 4Matic;5.5;8;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;AMG S65;6;12;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;AMG SL63;5.5;8;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;AMG SL65;6;12;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;AMG SLK55;5.5;8;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;B250e;N/A;N/A;Auto-1;2WD;Electricity;2016
MERCEDES-BENZ;C300;2;4;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;C300 4Matic;2;4;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;C350e;2;4;Auto-7;2WD;Gasoline/Electricity;2016
MERCEDES-BENZ;C450 AMG;3;6;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;CLA250;2;4;AutoMan-7;2WD;Gasoline;2016
MERCEDES-BENZ;CLA250 4Matic;2;4;AutoMan-7;4WD;Ethanol/Gas;2016
MERCEDES-BENZ;CLA250 4Matic;2;4;AutoMan-7;4WD;Gasoline;2016
MERCEDES-BENZ;CLS400;3;6;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;CLS400 4Matic;3;6;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;CLS550;4.7;8;Auto-9;2WD;Gasoline;2016
MERCEDES-BENZ;CLS550 4Matic;4.7;8;Auto-9;4WD;Gasoline;2016
MERCEDES-BENZ;E250 Bluetec;2.1;4;Auto-7;2WD;Diesel;2016
MERCEDES-BENZ;E250 Bluetec 4Matic;2.1;4;Auto-7;4WD;Diesel;2016
MERCEDES-BENZ;E350;3.5;6;Auto-7;2WD;Ethanol/Gas;2016
MERCEDES-BENZ;E350;3.5;6;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;E350 4Matic;3.5;6;Auto-7;4WD;Ethanol/Gas;2016
MERCEDES-BENZ;E350 4Matic;3.5;6;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;E350 4Matic Wagon;3.5;6;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;E400;3;6;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;E400 4Matic;3;6;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;E400 Convertible;3;6;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;E550;4.7;8;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;E550 4Matic;4.7;8;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;E550 Convertible;4.7;8;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;G550;4;8;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;GL350 Bluetec 4Matic;3;6;Auto-7;4WD;Diesel;2016
MERCEDES-BENZ;GL450 4Matic;3;6;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;GL550 4Matic;4.7;8;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;GLA 250;2;4;AutoMan-7;2WD;Gasoline;2016
MERCEDES-BENZ;GLA250 4Matic;2;4;AutoMan-7;4WD;Ethanol/Gas;2016
MERCEDES-BENZ;GLA250 4Matic;2;4;AutoMan-7;4WD;Gasoline;2016
MERCEDES-BENZ;GLC 300;2;4;Auto-9;2WD;Gasoline;2016
MERCEDES-BENZ;GLC 300 4Matic;2;4;Auto-9;4WD;Gasoline;2016
MERCEDES-BENZ;GLE300d 4Matic;2.1;4;Auto-7;4WD;Diesel;2016
MERCEDES-BENZ;GLE350;3.5;6;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;GLE350 4Matic;3.5;6;Auto-7;4WD;Ethanol/Gas;2016
MERCEDES-BENZ;GLE350 4Matic;3.5;6;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;GLE350d 4Matic;3;6;Auto-9;4WD;Diesel;2016
MERCEDES-BENZ;GLE400 4Matic;3;6;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;GLE450 AMG;3;6;Auto-9;4WD;Gasoline;2016
MERCEDES-BENZ;GLE550e 4Matic;3;6;Auto-7;4WD;Gasoline/Electricity;2016
MERCEDES-BENZ;Maybach S600;6;12;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;Metris;2;4;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;S550;4.7;8;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;S550 4Matic;4.7;8;Auto-7;4WD;Gasoline;2016
MERCEDES-BENZ;S550e;3;6;Auto-7;2WD;Gasoline/Electricity;2016
MERCEDES-BENZ;S600;6;12;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;SL400;3;6;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;SL550;4.7;8;Auto-7;2WD;Gasoline;2016
MERCEDES-BENZ;SLK300;2;4;Auto-9;2WD;Gasoline;2016
MERCEDES-BENZ;SLK350;3.5;6;Auto-7;2WD;Gasoline;2016
MINI;Cooper Clubman;1.5;4;Man-6;2WD;Gasoline;2016
MINI;Cooper Clubman;1.5;4;SemiAuto-6;2WD;Gasoline;2016
MINI;Cooper Convertible;1.5;4;Man-6;2WD;Gasoline;2016
MINI;Cooper Convertible;1.5;4;SemiAuto-6;2WD;Gasoline;2016
MINI;Cooper Countryman;1.6;4;Man-6;2WD;Gasoline;2016
MINI;Cooper Countryman;1.6;4;SemiAuto-6;2WD;Gasoline;2016
MINI;Cooper Hardtop;1.5;4;Man-6;2WD;Gasoline;2016
MINI;Cooper Hardtop;1.5;4;SemiAuto-6;2WD;Gasoline;2016
MINI;Cooper Paceman;1.6;4;Man-6;2WD;Gasoline;2016
MINI;Cooper Paceman;1.6;4;SemiAuto-6;2WD;Gasoline;2016
MINI;Cooper S Clubman;2;4;Man-6;2WD;Gasoline;2016
MINI;Cooper S Clubman;2;4;SemiAuto-8;2WD;Gasoline;2016
MINI;Cooper S Convertible;2;4;Man-6;2WD;Gasoline;2016
MINI;Cooper S Convertible;2;4;SemiAuto-6;2WD;Gasoline;2016
MINI;Cooper S Countryman;1.6;4;Man-6;2WD;Gasoline;2016
MINI;Cooper S Countryman;1.6;4;Man-6;4WD;Gasoline;2016
MINI;Cooper S Countryman;1.6;4;SemiAuto-6;2WD;Gasoline;2016
MINI;Cooper S Countryman;1.6;4;SemiAuto-6;4WD;Gasoline;2016
MINI;Cooper S Hardtop;2;4;Man-6;2WD;Gasoline;2016
MINI;Cooper S Hardtop;2;4;SemiAuto-6;2WD;Gasoline;2016
MINI;Cooper S Paceman;1.6;4;Man-6;2WD;Gasoline;2016
MINI;Cooper S Paceman;1.6;4;Man-6;4WD;Gasoline;2016
MINI;Cooper S Paceman;1.6;4;SemiAuto-6;2WD;Gasoline;2016
MINI;Cooper S Paceman;1.6;4;SemiAuto-6;4WD;Gasoline;2016
MINI;Cooper Works Hardtop;2;4;Man-6;2WD;Gasoline;2016
MINI;Cooper Works Hardtop;2;4;SemiAuto-6;2WD;Gasoline;2016
MINI;John Cooper Works Countryman;1.6;4;Man-6;4WD;Gasoline;2016
MINI;John Cooper Works Countryman;1.6;4;SemiAuto-6;4WD;Gasoline;2016
MINI;John Cooper Works Paceman;1.6;4;Man-6;4WD;Gasoline;2016
MINI;John Cooper Works Paceman;1.6;4;SemiAuto-6;4WD;Gasoline;2016
MITSUBISHI;Lancer;2;4;Man-5;2WD;Gasoline;2016
MITSUBISHI;Lancer;2;4;SCV-6;2WD;Gasoline;2016
MITSUBISHI;Lancer;2.4;4;Man-5;2WD;Gasoline;2016
MITSUBISHI;Lancer;2.4;4;SCV-6;2WD;Gasoline;2016
MITSUBISHI;Lancer;2.4;4;SCV-6;4WD;Gasoline;2016
MITSUBISHI;Outlander;2.4;4;SCV-6;2WD;Gasoline;2016
MITSUBISHI;Outlander;2.4;4;SCV-6;4WD;Gasoline;2016
MITSUBISHI;Outlander;3;6;SemiAuto-6;4WD;Gasoline;2016
MITSUBISHI;Outlander Sport;2;4;Man-5;2WD;Gasoline;2016
MITSUBISHI;Outlander Sport;2;4;SCV-6;2WD;Gasoline;2016
MITSUBISHI;Outlander Sport;2;4;SCV-6;4WD;Gasoline;2016
MITSUBISHI;Outlander Sport;2.4;4;SCV-6;2WD;Gasoline;2016
MITSUBISHI;Outlander Sport;2.4;4;SCV-6;4WD;Gasoline;2016
MITSUBISHI;i-MiEV;N/A;N/A;Auto-1;2WD;Electricity;2016
McLAREN;570S Coupe;3.8;8;Auto-7;2WD;Gasoline;2016
McLAREN;650S Coupe;3.8;8;Auto-7;2WD;Gasoline;2016
McLAREN;650S Spider;3.8;8;Auto-7;2WD;Gasoline;2016
McLAREN;675LT Coupe;3.8;8;Auto-7;2WD;Gasoline;2016
NISSAN;370Z;3.7;6;Man-6;2WD;Gasoline;2016
NISSAN;370Z;3.7;6;SemiAuto-7;2WD;Gasoline;2016
NISSAN;370Z Roadster;3.7;6;Man-6;2WD;Gasoline;2016
NISSAN;370Z Roadster;3.7;6;SemiAuto-7;2WD;Gasoline;2016
NISSAN;Altima;2.5;4;CVT;2WD;Gasoline;2016
NISSAN;Altima;3.5;6;SCV-7;2WD;Gasoline;2016
NISSAN;Altima SR;2.5;4;SCV-7;2WD;Gasoline;2016
NISSAN;Frontier;2.5;4;Auto-5;2WD;Gasoline;2016
NISSAN;Frontier;2.5;4;Man-5;2WD;Gasoline;2016
NISSAN;Frontier;4;6;Auto-5;2WD;Gasoline;2016
NISSAN;Frontier;4;6;Auto-5;4WD;Gasoline;2016
NISSAN;Frontier;4;6;Man-6;2WD;Gasoline;2016
NISSAN;Frontier;4;6;Man-6;4WD;Gasoline;2016
NISSAN;GT-R;3.8;6;AutoMan-6;4WD;Gasoline;2016
NISSAN;Juke;1.6;4;Man-6;2WD;Gasoline;2016
NISSAN;Juke;1.6;4;SCV-7;2WD;Gasoline;2016
NISSAN;Juke;1.6;4;SCV-7;4WD;Gasoline;2016
NISSAN;Juke Nismo RS;1.6;4;Man-6;2WD;Gasoline;2016
NISSAN;Juke Nismo RS;1.6;4;SCV-8;4WD;Gasoline;2016
NISSAN;Leaf;N/A;N/A;Auto-1;2WD;Electricity;2016
NISSAN;Maxima;3.5;6;SCV-7;2WD;Gasoline;2016
NISSAN;Murano;3.5;6;SCV-7;2WD;Gasoline;2016
NISSAN;Murano;3.5;6;SCV-7;4WD;Gasoline;2016
NISSAN;Murano Hybrid;2.5;4;SCV-7;2WD;Gasoline;2016
NISSAN;Murano Hybrid;2.5;4;SCV-7;4WD;Gasoline;2016
NISSAN;NV200;2;4;CVT;2WD;Gasoline;2016
NISSAN;Pathfinder;3.5;6;CVT;2WD;Gasoline;2016
NISSAN;Pathfinder;3.5;6;CVT;4WD;Gasoline;2016
NISSAN;Pathfinder 4WD Platinum;3.5;6;CVT;4WD;Gasoline;2016
NISSAN;Quest;3.5;6;CVT;2WD;Gasoline;2016
NISSAN;Rogue;2.5;4;CVT;2WD;Gasoline;2016
NISSAN;Rogue;2.5;4;CVT;4WD;Gasoline;2016
NISSAN;Sentra;1.8;4;CVT;2WD;Gasoline;2016
NISSAN;Sentra;1.8;4;Man-6;2WD;Gasoline;2016
NISSAN;Sentra FE+;1.8;4;CVT;2WD;Gasoline;2016
NISSAN;Versa;1.6;4;Auto-4;2WD;Gasoline;2016
NISSAN;Versa;1.6;4;CVT;2WD;Gasoline;2016
NISSAN;Versa;1.6;4;Man-5;2WD;Gasoline;2016
PAGANI;Huayra Coupe;6;12;AutoMan-7;2WD;Gasoline;2016
PORSCHE;911 Carrera;3.4;6;AMS-7;2WD;Gasoline;2016
PORSCHE;911 Carrera;3.4;6;Man-7;2WD;Gasoline;2016
PORSCHE;911 Carrera 4;3.4;6;AMS-7;4WD;Gasoline;2016
PORSCHE;911 Carrera 4;3.4;6;Man-7;4WD;Gasoline;2016
PORSCHE;911 Carrera 4 Cabriolet;3.4;6;AMS-7;4WD;Gasoline;2016
PORSCHE;911 Carrera 4 Cabriolet;3.4;6;Man-7;4WD;Gasoline;2016
PORSCHE;911 Carrera 4 GTS;3.8;6;AMS-7;4WD;Gasoline;2016
PORSCHE;911 Carrera 4 GTS;3.8;6;Man-7;4WD;Gasoline;2016
PORSCHE;911 Carrera 4 GTS Cabriolet;3.8;6;AMS-7;4WD;Gasoline;2016
PORSCHE;911 Carrera 4 GTS Cabriolet;3.8;6;Man-7;4WD;Gasoline;2016
PORSCHE;911 Carrera 4S;3.8;6;AMS-7;4WD;Gasoline;2016
PORSCHE;911 Carrera 4S;3.8;6;Man-7;4WD;Gasoline;2016
PORSCHE;911 Carrera 4S Cabriolet;3.8;6;AMS-7;4WD;Gasoline;2016
PORSCHE;911 Carrera 4S Cabriolet;3.8;6;Man-7;4WD;Gasoline;2016
PORSCHE;911 Carrera Cabriolet;3.4;6;AMS-7;2WD;Gasoline;2016
PORSCHE;911 Carrera Cabriolet;3.4;6;Man-7;2WD;Gasoline;2016
PORSCHE;911 Carrera GTS;3.8;6;AMS-7;2WD;Gasoline;2016
PORSCHE;911 Carrera GTS;3.8;6;Man-7;2WD;Gasoline;2016
PORSCHE;911 Carrera GTS Cabriolet;3.8;6;AMS-7;2WD;Gasoline;2016
PORSCHE;911 Carrera GTS Cabriolet;3.8;6;Man-7;2WD;Gasoline;2016
PORSCHE;911 Carrera S;3.8;6;AMS-7;2WD;Gasoline;2016
PORSCHE;911 Carrera S;3.8;6;Man-7;2WD;Gasoline;2016
PORSCHE;911 Carrera S Cabriolet;3.8;6;AMS-7;2WD;Gasoline;2016
PORSCHE;911 Carrera S Cabriolet;3.8;6;Man-7;2WD;Gasoline;2016
PORSCHE;911 GT3;3.8;6;AMS-7;2WD;Gasoline;2016
PORSCHE;911 GT3 RS;4;6;AMS-7;2WD;Gasoline;2016
PORSCHE;911 R;4;6;Man-6;2WD;Gasoline;2016
PORSCHE;911 Targa 4;3.4;6;AMS-7;4WD;Gasoline;2016
PORSCHE;911 Targa 4;3.4;6;Man-7;4WD;Gasoline;2016
PORSCHE;911 Targa 4 GTS;3.8;6;AMS-7;4WD;Gasoline;2016
PORSCHE;911 Targa 4 GTS;3.8;6;Man-7;4WD;Gasoline;2016
PORSCHE;911 Targa 4S;3.8;6;AMS-7;4WD;Gasoline;2016
PORSCHE;911 Targa 4S;3.8;6;Man-7;4WD;Gasoline;2016
PORSCHE;911 Turbo;3.8;6;AMS-7;4WD;Gasoline;2016
PORSCHE;911 Turbo Cabriolet;3.8;6;AMS-7;4WD;Gasoline;2016
PORSCHE;911 Turbo S;3.8;6;AMS-7;4WD;Gasoline;2016
PORSCHE;911 Turbo S Cabriolet;3.8;6;AMS-7;4WD;Gasoline;2016
PORSCHE;Boxster;2.7;6;AMS-7;2WD;Gasoline;2016
PORSCHE;Boxster;2.7;6;Man-6;2WD;Gasoline;2016
PORSCHE;Boxster GTS;3.4;6;AMS-7;2WD;Gasoline;2016
PORSCHE;Boxster GTS;3.4;6;Man-6;2WD;Gasoline;2016
PORSCHE;Boxster S;3.4;6;AMS-7;2WD;Gasoline;2016
PORSCHE;Boxster S;3.4;6;Man-6;2WD;Gasoline;2016
PORSCHE;Boxster Spyder;3.8;6;Man-6;2WD;Gasoline;2016
PORSCHE;Cayenne;3.6;6;SemiAuto-8;4WD;Gasoline;2016
PORSCHE;Cayenne;3;6;SemiAuto-8;4WD;Diesel;2016
PORSCHE;Cayenne GTS;3.6;6;SemiAuto-8;4WD;Gasoline;2016
PORSCHE;Cayenne S;3.6;6;SemiAuto-8;4WD;Gasoline;2016
PORSCHE;Cayenne S e-Hybrid;3;6;AutoMan-8;4WD;Gasoline/Electricity;2016
PORSCHE;Cayenne Turbo;4.8;8;SemiAuto-8;4WD;Gasoline;2016
PORSCHE;Cayenne Turbo S;4.8;8;SemiAuto-8;4WD;Gasoline;2016
PORSCHE;Cayman;2.7;6;AMS-7;2WD;Gasoline;2016
PORSCHE;Cayman;2.7;6;Man-6;2WD;Gasoline;2016
PORSCHE;Cayman GT4;3.8;6;Man-6;2WD;Gasoline;2016
PORSCHE;Cayman GTS;3.4;6;AMS-7;2WD;Gasoline;2016
PORSCHE;Cayman GTS;3.4;6;Man-6;2WD;Gasoline;2016
PORSCHE;Cayman S;3.4;6;AMS-7;2WD;Gasoline;2016
PORSCHE;Cayman S;3.4;6;Man-6;2WD;Gasoline;2016
PORSCHE;Macan S;3;6;AMS-7;4WD;Gasoline;2016
PORSCHE;Macan Turbo;3.6;6;AMS-7;4WD;Gasoline;2016
PORSCHE;Panamera;3.6;6;AMS-7;2WD;Gasoline;2016
PORSCHE;Panamera 4;3.6;6;AMS-7;4WD;Gasoline;2016
PORSCHE;Panamera 4S;3;6;AMS-7;4WD;Gasoline;2016
PORSCHE;Panamera 4S Executive;3;6;AMS-7;4WD;Gasoline;2016
PORSCHE;Panamera GTS;4.8;8;AMS-7;4WD;Gasoline;2016
PORSCHE;Panamera S;3;6;AMS-7;2WD;Gasoline;2016
PORSCHE;Panamera S E-Hybrid;3;6;AMS-8;2WD;Gasoline/Electricity;2016
PORSCHE;Panamera Turbo;4.8;8;AMS-7;4WD;Gasoline;2016
PORSCHE;Panamera Turbo Executive;4.8;8;AMS-7;4WD;Gasoline;2016
PORSCHE;Panamera Turbo S;4.8;8;AMS-7;4WD;Gasoline;2016
PORSCHE;Panamera Turbo S Executive;4.8;8;AMS-7;4WD;Gasoline;2016
RAM;1500;3.6;6;Auto-8;2WD;Ethanol/Gas;2016
RAM;1500;3.6;6;Auto-8;4WD;Ethanol/Gas;2016
RAM;1500;5.7;8;Auto-6;2WD;Gasoline;2016
RAM;1500;5.7;8;Auto-6;4WD;Gasoline;2016
RAM;1500;5.7;8;Auto-8;2WD;Gasoline;2016
RAM;1500;5.7;8;Auto-8;4WD;Gasoline;2016
RAM;1500 HFE;3.6;6;Auto-8;2WD;Gasoline;2016
RAM;Promaster City;2.4;4;Auto-9;2WD;Gasoline;2016
ROLLS-ROYCE;Dawn;6.6;12;SemiAuto-8;2WD;Gasoline;2016
ROLLS-ROYCE;Ghost;6.6;12;SemiAuto-8;2WD;Gasoline;2016
ROLLS-ROYCE;Ghost EWB;6.6;12;SemiAuto-8;2WD;Gasoline;2016
ROLLS-ROYCE;Phantom;6.7;12;SemiAuto-8;2WD;Gasoline;2016
ROLLS-ROYCE;Phantom Coupe;6.7;12;SemiAuto-8;2WD;Gasoline;2016
ROLLS-ROYCE;Phantom Drophead Coupe;6.7;12;SemiAuto-8;2WD;Gasoline;2016
ROLLS-ROYCE;Phantom EWB;6.7;12;SemiAuto-8;2WD;Gasoline;2016
ROLLS-ROYCE;Wraith;6.6;12;SemiAuto-8;2WD;Gasoline;2016
ROUSH;F150;5;8;SemiAuto-6;2WD;Gasoline;2016
ROUSH;F150;5;8;SemiAuto-6;4WD;Gasoline;2016
ROUSH;Stage 3 Mustang;5;8;Man-6;2WD;Gasoline;2016
ROUSH;Stage 3 Mustang;5;8;SemiAuto-6;2WD;Gasoline;2016
SCION;FR-S;2;4;Man-6;2WD;Gasoline;2016
SCION;FR-S;2;4;SemiAuto-6;2WD;Gasoline;2016
SCION;iA;1.5;4;Man-6;2WD;Gasoline;2016
SCION;iA;1.5;4;SemiAuto-6;2WD;Gasoline;2016
SCION;iM;1.8;4;Man-6;2WD;Gasoline;2016
SCION;iM;1.8;4;SCV-7;2WD;Gasoline;2016
SCION;tC;2.5;4;Man-6;2WD;Gasoline;2016
SCION;tC;2.5;4;SemiAuto-6;2WD;Gasoline;2016
SMART;ForTwo Cabriolet;N/A;N/A;Auto-1;2WD;Electricity;2016
SMART;ForTwo Coupe;.9;3;AutoMan-6;2WD;Gasoline;2016
SMART;ForTwo Coupe;.9;3;Man-5;2WD;Gasoline;2016
SMART;ForTwo Coupe;N/A;N/A;Auto-1;2WD;Electricity;2016
SUBARU;BRZ;2;4;Man-6;2WD;Gasoline;2016
SUBARU;BRZ;2;4;SemiAuto-6;2WD;Gasoline;2016
SUBARU;Crosstrek;2;4;Man-5;4WD;Gasoline;2016
SUBARU;Crosstrek;2;4;SCV-6;4WD;Gasoline;2016
SUBARU;Crosstrek Hybrid;2;4;SCV-6;4WD;Gasoline;2016
SUBARU;Forester;2;4;SCV-8;4WD;Gasoline;2016
SUBARU;Forester;2.5;4;CVT;4WD;Gasoline;2016
SUBARU;Forester;2.5;4;Man-6;4WD;Gasoline;2016
SUBARU;Impreza;2;4;Man-5;4WD;Gasoline;2016
SUBARU;Impreza;2;4;SCV-6;4WD;Gasoline;2016
SUBARU;Impreza Sport;2;4;Man-5;4WD;Gasoline;2016
SUBARU;Impreza Sport;2;4;SCV-6;4WD;Gasoline;2016
SUBARU;Impreza Wagon;2;4;Man-5;4WD;Gasoline;2016
SUBARU;Impreza Wagon;2;4;SCV-6;4WD;Gasoline;2016
SUBARU;Legacy;2.5;4;SCV-6;4WD;Gasoline;2016
SUBARU;Legacy;3.6;6;SCV-6;4WD;Gasoline;2016
SUBARU;Outback;2.5;4;SCV-6;4WD;Gasoline;2016
SUBARU;Outback;3.6;6;SCV-6;4WD;Gasoline;2016
SUBARU;WRX;2;4;Man-6;4WD;Gasoline;2016
SUBARU;WRX;2;4;SCV-8;4WD;Gasoline;2016
SUBARU;WRX;2.5;4;Man-6;4WD;Gasoline;2016
TESLA;Model S;N/A;N/A;Auto-1;2WD;Electricity;2016
TESLA;Model S AWD;N/A;N/A;Auto-1;4WD;Electricity;2016
TESLA;Model X AWD;N/A;N/A;Auto-1;4WD;Electricity;2016
TOYOTA;4Runner;4;6;SemiAuto-5;2WD;Gasoline;2016
TOYOTA;4Runner;4;6;SemiAuto-5;4WD;Gasoline;2016
TOYOTA;Avalon;3.5;6;SemiAuto-6;2WD;Gasoline;2016
TOYOTA;Avalon Hybrid;2.5;4;SCV-6;2WD;Gasoline;2016
TOYOTA;Camry;2.5;4;SemiAuto-6;2WD;Gasoline;2016
TOYOTA;Camry;3.5;6;SemiAuto-6;2WD;Gasoline;2016
TOYOTA;Camry Hybrid LE;2.5;4;CVT;2WD;Gasoline;2016
TOYOTA;Camry Hybrid XLE/SE;2.5;4;CVT;2WD;Gasoline;2016
TOYOTA;Corolla;1.8;4;Auto-4;2WD;Gasoline;2016
TOYOTA;Corolla;1.8;4;CVT;2WD;Gasoline;2016
TOYOTA;Corolla;1.8;4;Man-6;2WD;Gasoline;2016
TOYOTA;Corolla;1.8;4;SCV-7;2WD;Gasoline;2016
TOYOTA;Corolla LE Eco;1.8;4;CVT;2WD;Gasoline;2016
TOYOTA;Highlander;2.7;4;SemiAuto-6;2WD;Gasoline;2016
TOYOTA;Highlander;3.5;6;SemiAuto-6;2WD;Gasoline;2016
TOYOTA;Highlander;3.5;6;SemiAuto-6;4WD;Gasoline;2016
TOYOTA;Highlander Hybrid;3.5;6;SCV-6;4WD;Gasoline;2016
TOYOTA;Highlander Hybrid LE Plus;3.5;6;SCV-6;4WD;Gasoline;2016
TOYOTA;Land Cruiser;5.7;8;SemiAuto-8;4WD;Gasoline;2016
TOYOTA;Mirai;N/A;N/A;CVT;2WD;Hydrogen;2016
TOYOTA;Prius;1.8;4;CVT;2WD;Gasoline;2016
TOYOTA;Prius Eco;1.8;4;CVT;2WD;Gasoline;2016
TOYOTA;Prius c;1.5;4;CVT;2WD;Gasoline;2016
TOYOTA;Prius v;1.8;4;CVT;2WD;Gasoline;2016
TOYOTA;RAV4;2.5;4;SemiAuto-6;2WD;Gasoline;2016
TOYOTA;RAV4;2.5;4;SemiAuto-6;4WD;Gasoline;2016
TOYOTA;RAV4 Hybrid;2.5;4;SCV-6;4WD;Gasoline;2016
