Make;Model;Displ;Cyl;Trans;Drive;Fuel;Year
JEEP;Renegade;1.4;4;Man-6;4WD;Gasoline;2017
JEEP;Renegade;2.4;4;Auto-9;2WD;Ethanol/Gas;2017
JEEP;Renegade;2.4;4;Auto-9;4WD;Gasoline;2017
JEEP;Wrangler;3.6;6;Auto-5;4WD;Gasoline;2017
JEEP;Wrangler;3.6;6;Man-6;4WD;Gasoline;2017
JEEP;Wrangler Unlimited;3.6;6;Auto-5;4WD;Gasoline;2017
JEEP;Wrangler Unlimited;3.6;6;Man-6;4WD;Gasoline;2017
KIA;Cadenza;3.3;6;SemiAuto-8;2WD;Gasoline;2017
KIA;Forte;2;4;Man-6;2WD;Gasoline;2017
KIA;Forte;2;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Forte Koup;1.6;4;AutoMan-7;2WD;Gasoline;2017
KIA;Forte Koup;1.6;4;Man-6;2WD;Gasoline;2017
KIA;Forte Koup;2;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Forte5;1.6;4;AutoMan-7;2WD;Gasoline;2017
KIA;Forte5;1.6;4;Man-6;2WD;Gasoline;2017
KIA;Forte5;2;4;SemiAuto-6;2WD;Gasoline;2017
KIA;K900;3.8;6;SemiAuto-8;2WD;Gasoline;2017
KIA;K900;5;8;SemiAuto-8;2WD;Gasoline;2017
KIA;Niro;1.6;4;AutoMan-6;2WD;Gasoline;2017
KIA;Niro FE;1.6;4;AutoMan-6;2WD;Gasoline;2017
KIA;Niro Touring;1.6;4;AutoMan-6;2WD;Gasoline;2017
KIA;Optima;1.6;4;AutoMan-7;2WD;Gasoline;2017
KIA;Optima;2;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Optima;2.4;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Optima FE;2.4;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Optima Hybrid;2;4;AutoMan-6;2WD;Gasoline;2017
KIA;Optima plug-in hybrid;2;4;AutoMan-6;2WD;Gasoline/Electricity;2017
KIA;Rio;1.6;4;Man-6;2WD;Gasoline;2017
KIA;Rio;1.6;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Rio ECO;1.6;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Sedona;3.3;6;SemiAuto-6;2WD;Gasoline;2017
KIA;Sedona SX;3.3;6;SemiAuto-6;2WD;Gasoline;2017
KIA;Sedona SXL;3.3;6;SemiAuto-6;2WD;Gasoline;2017
KIA;Sorento;2;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Sorento;2;4;SemiAuto-6;4WD;Gasoline;2017
KIA;Sorento;2.4;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Sorento;2.4;4;SemiAuto-6;4WD;Gasoline;2017
KIA;Sorento;3.3;6;SemiAuto-6;2WD;Gasoline;2017
KIA;Sorento;3.3;6;SemiAuto-6;4WD;Gasoline;2017
KIA;Sorento FE;3.3;6;SemiAuto-6;4WD;Gasoline;2017
KIA;Soul;1.6;4;AutoMan-7;2WD;Gasoline;2017
KIA;Soul;1.6;4;Man-6;2WD;Gasoline;2017
KIA;Soul;1.6;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Soul;2;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Soul Electric;N/A;N/A;Auto-1;2WD;Electricity;2017
KIA;Sportage;2;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Sportage;2;4;SemiAuto-6;4WD;Gasoline;2017
KIA;Sportage;2.4;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Sportage;2.4;4;SemiAuto-6;4WD;Gasoline;2017
KIA;Sportage FE;2.4;4;SemiAuto-6;2WD;Gasoline;2017
KIA;Sportage FE;2.4;4;SemiAuto-6;4WD;Gasoline;2017
LAMBORGHINI;Aventador Coupe;6.5;12;AMS-7;4WD;Gasoline;2017
LAMBORGHINI;Aventador Coupe LP740-4;6.5;12;AMS-7;4WD;Gasoline;2017
LAMBORGHINI;Aventador Roadster;6.5;12;AMS-7;4WD;Gasoline;2017
LAMBORGHINI;Aventador Roadster LP740-4;6.5;12;AMS-7;4WD;Gasoline;2017
LAMBORGHINI;Huracan;5.2;10;AMS-7;2WD;Gasoline;2017
LAMBORGHINI;Huracan;5.2;10;AMS-7;4WD;Gasoline;2017
LAMBORGHINI;Huracan Spyder;5.2;10;AMS-7;2WD;Gasoline;2017
LAMBORGHINI;Huracan Spyder;5.2;10;AMS-7;4WD;Gasoline;2017
LAND ROVER;Discovery;3;6;SemiAuto-8;4WD;Diesel;2017
LAND ROVER;Discovery;3;6;SemiAuto-8;4WD;Gasoline;2017
LAND ROVER;Discovery Sport;2;4;SemiAuto-9;4WD;Gasoline;2017
LAND ROVER;Range Rover;3;6;SemiAuto-8;4WD;Diesel;2017
LAND ROVER;Range Rover;3;6;SemiAuto-8;4WD;Gasoline;2017
LAND ROVER;Range Rover;5;8;SemiAuto-8;4WD;Gasoline;2017
LAND ROVER;Range Rover Evoque;2;4;SemiAuto-9;4WD;Gasoline;2017
LAND ROVER;Range Rover Evoque Cabriolet;2;4;SemiAuto-9;4WD;Gasoline;2017
LAND ROVER;Range Rover LWB;5;8;SemiAuto-8;4WD;Gasoline;2017
LAND ROVER;Range Rover Sport;3;6;SemiAuto-8;4WD;Diesel;2017
LAND ROVER;Range Rover Sport;3;6;SemiAuto-8;4WD;Gasoline;2017
LAND ROVER;Range Rover Sport;5;8;SemiAuto-8;4WD;Gasoline;2017
LEXUS;CT 200h;1.8;4;CVT;2WD;Gasoline;2017
LEXUS;ES 300h;2.5;4;SCV-6;2WD;Gasoline;2017
LEXUS;ES 350;3.5;6;SemiAuto-6;2WD;Gasoline;2017
LEXUS;GS 200t;2;4;SemiAuto-8;2WD;Gasoline;2017
LEXUS;GS 200t F Sport;2;4;SemiAuto-8;2WD;Gasoline;2017
LEXUS;GS 350;3.5;6;SemiAuto-6;4WD;Gasoline;2017
LEXUS;GS 350;3.5;6;SemiAuto-8;2WD;Gasoline;2017
LEXUS;GS 350 F Sport;3.5;6;SemiAuto-8;2WD;Gasoline;2017
LEXUS;GS 450h;3.5;6;SCV-8;2WD;Gasoline;2017
LEXUS;GS F;5;8;SemiAuto-8;2WD;Gasoline;2017
LEXUS;GX 460;4.6;8;SemiAuto-6;4WD;Gasoline;2017
LEXUS;IS 200t;2;4;SemiAuto-8;2WD;Gasoline;2017
LEXUS;IS 300;3.5;6;SemiAuto-6;4WD;Gasoline;2017
LEXUS;IS 350;3.5;6;SemiAuto-6;4WD;Gasoline;2017
LEXUS;IS 350;3.5;6;SemiAuto-8;2WD;Gasoline;2017
LEXUS;LS 460;4.6;8;SemiAuto-8;2WD;Gasoline;2017
LEXUS;LS 460;4.6;8;SemiAuto-8;4WD;Gasoline;2017
LEXUS;LS 460 L;4.6;8;SemiAuto-8;2WD;Gasoline;2017
LEXUS;LS 460 L;4.6;8;SemiAuto-8;4WD;Gasoline;2017
LEXUS;LX 570;5.7;8;SemiAuto-8;4WD;Gasoline;2017
LEXUS;NX 200t;2;4;SemiAuto-6;2WD;Gasoline;2017
LEXUS;NX 200t;2;4;SemiAuto-6;4WD;Gasoline;2017
LEXUS;NX 200t F Sport;2;4;SemiAuto-6;4WD;Gasoline;2017
LEXUS;NX 300h;2.5;4;SCV-6;4WD;Gasoline;2017
LEXUS;RC 200t;2;4;SemiAuto-8;2WD;Gasoline;2017
LEXUS;RC 300;3.5;6;SemiAuto-6;4WD;Gasoline;2017
LEXUS;RC 350;3.5;6;SemiAuto-6;4WD;Gasoline;2017
LEXUS;RC 350;3.5;6;SemiAuto-8;2WD;Gasoline;2017
LEXUS;RC F;5;8;SemiAuto-8;2WD;Gasoline;2017
LEXUS;RX 350;3.5;6;SemiAuto-8;2WD;Gasoline;2017
LEXUS;RX 350;3.5;6;SemiAuto-8;4WD;Gasoline;2017
LEXUS;RX 450h;3.5;6;SCV-6;4WD;Gasoline;2017
LINCOLN;Continental;2.7;6;SemiAuto-6;2WD;Gasoline;2017
LINCOLN;Continental;2.7;6;SemiAuto-6;4WD;Gasoline;2017
LINCOLN;Continental;3;6;SemiAuto-6;4WD;Gasoline;2017
LINCOLN;Continental;3.7;6;SemiAuto-6;2WD;Gasoline;2017
LINCOLN;Continental;3.7;6;SemiAuto-6;4WD;Gasoline;2017
LINCOLN;MKC;2;4;SemiAuto-6;2WD;Gasoline;2017
LINCOLN;MKC;2;4;SemiAuto-6;4WD;Gasoline;2017
LINCOLN;MKC;2.3;4;SemiAuto-6;4WD;Gasoline;2017
LINCOLN;MKT;3.5;6;SemiAuto-6;4WD;Gasoline;2017
LINCOLN;MKT;3.7;6;SemiAuto-6;2WD;Gasoline;2017
LINCOLN;MKT Livery;3.7;6;Auto-6;4WD;Gasoline;2017
LINCOLN;MKX;2.7;6;SemiAuto-6;2WD;Gasoline;2017
LINCOLN;MKX;2.7;6;SemiAuto-6;4WD;Gasoline;2017
LINCOLN;MKX;3.7;6;SemiAuto-6;2WD;Gasoline;2017
LINCOLN;MKX;3.7;6;SemiAuto-6;4WD;Gasoline;2017
LINCOLN;MKZ;2;4;SemiAuto-6;2WD;Gasoline;2017
LINCOLN;MKZ;2;4;SemiAuto-6;4WD;Gasoline;2017
LINCOLN;MKZ;3;6;SemiAuto-6;2WD;Gasoline;2017
LINCOLN;MKZ;3;6;SemiAuto-6;4WD;Gasoline;2017
LINCOLN;MKZ Hybrid;2;4;CVT;2WD;Gasoline;2017
LINCOLN;Navigator;3.5;6;SemiAuto-6;2WD;Gasoline;2017
LINCOLN;Navigator;3.5;6;SemiAuto-6;4WD;Gasoline;2017
LINCOLN;Navigator L;3.5;6;SemiAuto-6;2WD;Gasoline;2017
LINCOLN;Navigator L;3.5;6;SemiAuto-6;4WD;Gasoline;2017
LOTUS;Evora;3.5;6;Man-6;2WD;Gasoline;2017
LOTUS;Evora;3.5;6;SemiAuto-6;2WD;Gasoline;2017
MASERATI;Ghibli;3;6;Auto-8;2WD;Gasoline;2017
MASERATI;Ghibli S;3;6;Auto-8;2WD;Gasoline;2017
MASERATI;Ghibli S Q4;3;6;Auto-8;4WD;Gasoline;2017
MASERATI;Granturismo;4.7;8;Auto-6;2WD;Gasoline;2017
MASERATI;Granturismo Convertible;4.7;8;Auto-6;2WD;Gasoline;2017
MASERATI;Levante;3;8;Auto-8;4WD;Gasoline;2017
MASERATI;Levante S;3;8;Auto-8;4WD;Gasoline;2017
MASERATI;Quattroporte GTS;3.8;8;Auto-8;2WD;Gasoline;2017
MASERATI;Quattroporte S;3;6;Auto-8;2WD;Gasoline;2017
MASERATI;Quattroporte S Q4;3;6;Auto-8;4WD;Gasoline;2017
MAZDA;2;1.5;4;Man-6;2WD;Gasoline;2017
MAZDA;2;1.5;4;SemiAuto-6;2WD;Gasoline;2017
MAZDA;3;2;4;Man-6;2WD;Gasoline;2017
MAZDA;3;2;4;SemiAuto-6;2WD;Gasoline;2017
MAZDA;3;2.5;4;Man-6;2WD;Gasoline;2017
MAZDA;3;2.5;4;SemiAuto-6;2WD;Gasoline;2017
MAZDA;6;2.5;4;Man-6;2WD;Gasoline;2017
MAZDA;6;2.5;4;SemiAuto-6;2WD;Gasoline;2017
MAZDA;CX-3;2;4;SemiAuto-6;2WD;Gasoline;2017
MAZDA;CX-3;2;4;SemiAuto-6;4WD;Gasoline;2017
MAZDA;CX-5 2WD;2.5;4;SemiAuto-6;2WD;Gasoline;2017
MAZDA;CX-5 4WD;2.5;4;SemiAuto-6;4WD;Gasoline;2017
MAZDA;CX-9;2.5;4;SemiAuto-6;2WD;Gasoline;2017
MAZDA;CX-9;2.5;4;SemiAuto-6;4WD;Gasoline;2017
MAZDA;MX-5;2;4;Man-6;2WD;Gasoline;2017
MAZDA;MX-5;2;4;SemiAuto-6;2WD;Gasoline;2017
MERCEDES-BENZ;AMG C43 4Matic;3;6;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;AMG C63;4;8;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;AMG C63 S;4;8;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;AMG CLA45 4Matic;2;4;AutoMan-7;4WD;Gasoline;2017
MERCEDES-BENZ;AMG CLS63 4Matic;5.5;8;Auto-7;4WD;Gasoline;2017
MERCEDES-BENZ;AMG E43 4Matic;3;6;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;AMG G63;5.5;8;Auto-7;4WD;Gasoline;2017
MERCEDES-BENZ;AMG G65;6;12;Auto-7;4WD;Gasoline;2017
MERCEDES-BENZ;AMG GLA45 4Matic;2;4;AutoMan-7;4WD;Gasoline;2017
MERCEDES-BENZ;AMG GLC43 4Matic;3;6;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;AMG GLE 43 4Matic;3;6;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;AMG GLE63;5.5;8;Auto-7;4WD;Gasoline;2017
MERCEDES-BENZ;AMG GLE63 S;5.5;8;Auto-7;4WD;Gasoline;2017
MERCEDES-BENZ;AMG GLS63;5.5;8;Auto-7;4WD;Gasoline;2017
MERCEDES-BENZ;AMG GT;4;8;AutoMan-7;2WD;Gasoline;2017
MERCEDES-BENZ;AMG GT S;4;8;AutoMan-7;2WD;Gasoline;2017
MERCEDES-BENZ;AMG S63 4Matic;5.5;8;Auto-7;4WD;Gasoline;2017
MERCEDES-BENZ;AMG S65;6;12;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;AMG SL63;5.5;8;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;AMG SL65;6;12;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;AMG SLC 43;3;6;Auto-9;2WD;Gasoline;2017
MERCEDES-BENZ;B250e;N/A;N/A;Auto-1;2WD;Electricity;2017
MERCEDES-BENZ;C300;2;4;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;C300;2;4;Auto-9;2WD;Gasoline;2017
MERCEDES-BENZ;C300 4Matic;2;4;Auto-7;4WD;Gasoline;2017
MERCEDES-BENZ;C300 4Matic;2;4;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;C350e;2;4;Auto-7;2WD;Gasoline/Electricity;2017
MERCEDES-BENZ;CLA250;2;4;AutoMan-7;2WD;Gasoline;2017
MERCEDES-BENZ;CLA250 4Matic;2;4;AutoMan-7;4WD;Ethanol/Gas;2017
MERCEDES-BENZ;CLA250 4Matic;2;4;AutoMan-7;4WD;Gasoline;2017
MERCEDES-BENZ;CLS550;4.7;8;Auto-9;2WD;Gasoline;2017
MERCEDES-BENZ;CLS550 4Matic;4.7;8;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;E300;2;4;Auto-9;2WD;Gasoline;2017
MERCEDES-BENZ;E300 4Matic;2;4;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;E400;3;6;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;E400 4Matic;3;6;Auto-7;4WD;Gasoline;2017
MERCEDES-BENZ;E400 4Matic;3;6;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;E400 Convertible;3;6;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;E550;4.7;8;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;E550 Convertible;4.7;8;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;G550;4;8;Auto-7;4WD;Gasoline;2017
MERCEDES-BENZ;GLA 250;2;4;AutoMan-7;2WD;Gasoline;2017
MERCEDES-BENZ;GLA250 4Matic;2;4;AutoMan-7;4WD;Ethanol/Gas;2017
MERCEDES-BENZ;GLA250 4Matic;2;4;AutoMan-7;4WD;Gasoline;2017
MERCEDES-BENZ;GLC 300;2;4;Auto-9;2WD;Gasoline;2017
MERCEDES-BENZ;GLC 300 4Matic;2;4;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;GLE350;3.5;6;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;GLE350 4Matic;3.5;6;Auto-7;4WD;Ethanol;2017
MERCEDES-BENZ;GLE350 4Matic;3.5;6;Auto-7;4WD;Ethanol/Gas;2017
MERCEDES-BENZ;GLE350 4Matic;3.5;6;Auto-7;4WD;Gasoline;2017
MERCEDES-BENZ;GLE400 4Matic;3;6;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;GLE550e 4Matic;3;6;Auto-7;4WD;Gasoline/Electricity;2017
MERCEDES-BENZ;GLS450 4Matic;3;6;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;GLS550 4Matic;4.7;8;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;Maybach S600;6;12;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;Maybach S650;6;12;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;Metris;2;4;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;S550;4.7;8;Auto-9;2WD;Gasoline;2017
MERCEDES-BENZ;S550 4Matic;4.7;8;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;S550 4Matic Maybach;4.7;8;Auto-9;4WD;Gasoline;2017
MERCEDES-BENZ;S550e;3;6;Auto-7;2WD;Gasoline/Electricity;2017
MERCEDES-BENZ;S600;6;12;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;S65 AMG;6;12;Auto-7;2WD;Gasoline;2017
MERCEDES-BENZ;SL450;3;6;Auto-9;2WD;Gasoline;2017
MERCEDES-BENZ;SL550;4.7;8;Auto-9;2WD;Gasoline;2017
MERCEDES-BENZ;SLC300;2;4;Auto-9;2WD;Gasoline;2017
MINI;Cooper Clubman;1.5;3;Man-6;2WD;Gasoline;2017
MINI;Cooper Clubman;1.5;3;SemiAuto-6;2WD;Gasoline;2017
MINI;Cooper Clubman All4;1.5;3;Man-6;4WD;Gasoline;2017
MINI;Cooper Clubman All4;1.5;3;SemiAuto-8;4WD;Gasoline;2017
MINI;Cooper Convertible;1.5;3;Man-6;2WD;Gasoline;2017
MINI;Cooper Convertible;1.5;3;SemiAuto-6;2WD;Gasoline;2017
MINI;Cooper Countryman;1.5;3;Man-6;2WD;Gasoline;2017
MINI;Cooper Countryman;1.5;3;SemiAuto-6;2WD;Gasoline;2017
MINI;Cooper Hardtop;1.5;3;Man-6;2WD;Gasoline;2017
MINI;Cooper Hardtop;1.5;3;SemiAuto-6;2WD;Gasoline;2017
MINI;Cooper S Clubman;2;4;Man-6;2WD;Gasoline;2017
MINI;Cooper S Clubman;2;4;SemiAuto-8;2WD;Gasoline;2017
MINI;Cooper S Clubman ;2;4;Man-6;4WD;Gasoline;2017
MINI;Cooper S Clubman ;2;4;SemiAuto-8;4WD;Gasoline;2017
MINI;Cooper S Convertible;2;4;Man-6;2WD;Gasoline;2017
MINI;Cooper S Convertible;2;4;SemiAuto-6;2WD;Gasoline;2017
MINI;Cooper S Countryman;2;4;SemiAuto-8;2WD;Gasoline;2017
MINI;Cooper S Countryman All4;2;4;Man-6;4WD;Gasoline;2017
MINI;Cooper S Countryman All4;2;4;SemiAuto-8;4WD;Gasoline;2017
MINI;Cooper S Hardtop;2;4;Man-6;2WD;Gasoline;2017
MINI;Cooper S Hardtop;2;4;SemiAuto-6;2WD;Gasoline;2017
MINI;Countryman All4;1.5;3;Man-6;4WD;Gasoline;2017
MINI;Countryman All4;1.5;3;SemiAuto-8;4WD;Gasoline;2017
MINI;John Cooper Works Clubman All4;2;4;Man-6;4WD;Gasoline;2017
MINI;John Cooper Works Clubman All4;2;4;SemiAuto-8;4WD;Gasoline;2017
MINI;John Cooper Works Convertible;2;4;Man-6;2WD;Gasoline;2017
MINI;John Cooper Works Convertible;2;4;SemiAuto-6;2WD;Gasoline;2017
MINI;John Cooper Works Hardtop;2;4;Man-6;2WD;Gasoline;2017
MINI;John Cooper Works Hardtop;2;4;SemiAuto-6;2WD;Gasoline;2017
MITSUBISHI;Lancer;2;4;Man-5;2WD;Gasoline;2017
MITSUBISHI;Lancer;2;4;SCV-6;2WD;Gasoline;2017
MITSUBISHI;Lancer;2.4;4;SCV-6;4WD;Gasoline;2017
MITSUBISHI;Mirage;1.2;3;CVT;2WD;Gasoline;2017
MITSUBISHI;Mirage;1.2;3;Man-5;2WD;Gasoline;2017
MITSUBISHI;Mirage G4;1.2;3;CVT;2WD;Gasoline;2017
MITSUBISHI;Mirage G4;1.2;3;Man-5;2WD;Gasoline;2017
MITSUBISHI;Outlander;2.4;4;SCV-6;2WD;Gasoline;2017
MITSUBISHI;Outlander;2.4;4;SCV-6;4WD;Gasoline;2017
MITSUBISHI;Outlander;3;6;SemiAuto-6;4WD;Gasoline;2017
MITSUBISHI;Outlander Sport;2;4;Man-5;2WD;Gasoline;2017
MITSUBISHI;Outlander Sport;2;4;SCV-6;2WD;Gasoline;2017
MITSUBISHI;Outlander Sport;2;4;SCV-6;4WD;Gasoline;2017
MITSUBISHI;Outlander Sport;2.4;4;SCV-6;2WD;Gasoline;2017
MITSUBISHI;Outlander Sport;2.4;4;SCV-6;4WD;Gasoline;2017
MITSUBISHI;i-MiEV;N/A;N/A;Auto-1;2WD;Electricity;2017
McLAREN;570GT;3.8;8;Auto-7;2WD;Gasoline;2017
McLAREN;570S Coupe;3.8;8;Auto-7;2WD;Gasoline;2017
NISSAN;370Z;3.7;6;Man-6;2WD;Gasoline;2017
NISSAN;370Z;3.7;6;SemiAuto-7;2WD;Gasoline;2017
NISSAN;370Z Roadster;3.7;6;Man-6;2WD;Gasoline;2017
NISSAN;370Z Roadster;3.7;6;SemiAuto-7;2WD;Gasoline;2017
NISSAN;Altima;2.5;4;CVT;2WD;Gasoline;2017
NISSAN;Altima;3.5;6;SCV-7;2WD;Gasoline;2017
NISSAN;Altima SR;2.5;4;SCV-7;2WD;Gasoline;2017
NISSAN;Armada;5.6;8;SemiAuto-7;2WD;Gasoline;2017
NISSAN;Armada;5.6;8;SemiAuto-7;4WD;Gasoline;2017
NISSAN;Frontier;2.5;4;Auto-5;2WD;Gasoline;2017
NISSAN;Frontier;2.5;4;Man-5;2WD;Gasoline;2017
NISSAN;Frontier;4;6;Auto-5;2WD;Gasoline;2017
NISSAN;Frontier;4;6;Auto-5;4WD;Gasoline;2017
NISSAN;Frontier;4;6;Man-6;2WD;Gasoline;2017
NISSAN;Frontier;4;6;Man-6;4WD;Gasoline;2017
NISSAN;Frontier FFV;4;6;Auto-5;2WD;Ethanol/Gas;2017
NISSAN;Frontier FFV;4;6;Auto-5;4WD;Ethanol/Gas;2017
NISSAN;GT-R;3.8;6;AutoMan-6;4WD;Gasoline;2017
NISSAN;Juke;1.6;4;Man-6;2WD;Gasoline;2017
NISSAN;Juke;1.6;4;SCV-7;2WD;Gasoline;2017
NISSAN;Juke;1.6;4;SCV-7;4WD;Gasoline;2017
NISSAN;Juke Nismo RS;1.6;4;Man-6;2WD;Gasoline;2017
NISSAN;Juke Nismo RS;1.6;4;SCV-8;4WD;Gasoline;2017
NISSAN;Leaf;N/A;N/A;Auto-1;2WD;Electricity;2017
NISSAN;Maxima;3.5;6;SCV-7;2WD;Gasoline;2017
NISSAN;Murano;3.5;6;SCV-7;2WD;Gasoline;2017
NISSAN;Murano;3.5;6;SCV-7;4WD;Gasoline;2017
NISSAN;NV200;2;4;CVT;2WD;Gasoline;2017
NISSAN;Pathfinder;3.5;6;CVT;2WD;Gasoline;2017
NISSAN;Pathfinder;3.5;6;CVT;4WD;Gasoline;2017
NISSAN;Pathfinder 4WD Platinum;3.5;6;CVT;4WD;Gasoline;2017
NISSAN;Quest;3.5;6;CVT;2WD;Gasoline;2017
NISSAN;Rogue;2.5;4;CVT;2WD;Gasoline;2017
NISSAN;Rogue;2.5;4;CVT;4WD;Gasoline;2017
NISSAN;Rogue Hybrid;2;4;SCV-7;2WD;Gasoline;2017
NISSAN;Rogue Hybrid;2;4;SCV-7;4WD;Gasoline;2017
NISSAN;Rogue Sport;2;4;SCV-7;2WD;Gasoline;2017
NISSAN;Rogue Sport;2;4;SCV-7;4WD;Gasoline;2017
NISSAN;Sentra;1.6;4;Man-6;2WD;Gasoline;2017
NISSAN;Sentra;1.6;4;SCV-7;2WD;Gasoline;2017
NISSAN;Sentra;1.8;4;CVT;2WD;Gasoline;2017
NISSAN;Sentra;1.8;4;Man-6;2WD;Gasoline;2017
NISSAN;Sentra Nismo;1.6;4;Man-6;2WD;Gasoline;2017
NISSAN;Sentra Nismo;1.6;4;SCV-7;2WD;Gasoline;2017
NISSAN;Titan;5.6;8;SemiAuto-7;2WD;Gasoline;2017
NISSAN;Titan;5.6;8;SemiAuto-7;4WD;Gasoline;2017
NISSAN;Titan Pro-4X;5.6;8;SemiAuto-7;4WD;Gasoline;2017
NISSAN;Versa;1.6;4;Auto-4;2WD;Gasoline;2017
NISSAN;Versa;1.6;4;CVT;2WD;Gasoline;2017
NISSAN;Versa;1.6;4;Man-5;2WD;Gasoline;2017
PORSCHE;911 Carrera;3;6;AMS-7;2WD;Gasoline;2017
PORSCHE;911 Carrera;3;6;Man-7;2WD;Gasoline;2017
PORSCHE;911 Carrera 4;3;6;AMS-7;4WD;Gasoline;2017
PORSCHE;911 Carrera 4;3;6;Man-7;4WD;Gasoline;2017
PORSCHE;911 Carrera 4 Cabriolet;3;6;AMS-7;4WD;Gasoline;2017
PORSCHE;911 Carrera 4 Cabriolet;3;6;Man-7;4WD;Gasoline;2017
PORSCHE;911 Carrera 4 GTS;3;6;AMS-7;4WD;Gasoline;2017
PORSCHE;911 Carrera 4 GTS;3;6;Man-7;4WD;Gasoline;2017
PORSCHE;911 Carrera 4 GTS Cabriolet;3;6;AMS-7;4WD;Gasoline;2017
PORSCHE;911 Carrera 4 GTS Cabriolet;3;6;Man-7;4WD;Gasoline;2017
PORSCHE;911 Carrera 4S;3;6;AMS-7;4WD;Gasoline;2017
PORSCHE;911 Carrera 4S;3;6;Man-7;4WD;Gasoline;2017
PORSCHE;911 Carrera 4S Cabriolet;3;6;AMS-7;4WD;Gasoline;2017
PORSCHE;911 Carrera 4S Cabriolet;3;6;Man-7;4WD;Gasoline;2017
PORSCHE;911 Carrera Cabriolet;3;6;AMS-7;2WD;Gasoline;2017
PORSCHE;911 Carrera Cabriolet;3;6;Man-7;2WD;Gasoline;2017
PORSCHE;911 Carrera GTS;3;6;AMS-7;2WD;Gasoline;2017
PORSCHE;911 Carrera GTS;3;6;Man-7;2WD;Gasoline;2017
PORSCHE;911 Carrera GTS Cabriolet;3;6;AMS-7;2WD;Gasoline;2017
PORSCHE;911 Carrera GTS Cabriolet;3;6;Man-7;2WD;Gasoline;2017
PORSCHE;911 Carrera S;3;6;AMS-7;2WD;Gasoline;2017
PORSCHE;911 Carrera S;3;6;Man-7;2WD;Gasoline;2017
PORSCHE;911 Carrera S Cabriolet;3;6;AMS-7;2WD;Gasoline;2017
PORSCHE;911 Carrera S Cabriolet;3;6;Man-7;2WD;Gasoline;2017
PORSCHE;911 Targa 4;3;6;AMS-7;4WD;Gasoline;2017
PORSCHE;911 Targa 4;3;6;Man-7;4WD;Gasoline;2017
PORSCHE;911 Targa 4 GTS;3;6;AMS-7;4WD;Gasoline;2017
PORSCHE;911 Targa 4 GTS;3;6;Man-7;4WD;Gasoline;2017
PORSCHE;911 Targa 4S;3;6;AMS-7;4WD;Gasoline;2017
PORSCHE;911 Targa 4S;3;6;Man-7;4WD;Gasoline;2017
PORSCHE;911 Turbo;3.8;6;AMS-7;4WD;Gasoline;2017
PORSCHE;911 Turbo Cabriolet;3.8;6;AMS-7;4WD;Gasoline;2017
PORSCHE;911 Turbo S;3.8;6;AMS-7;4WD;Gasoline;2017
PORSCHE;911 Turbo S Cabriolet;3.8;6;AMS-7;4WD;Gasoline;2017
PORSCHE;Boxster;2;4;AMS-7;2WD;Gasoline;2017
PORSCHE;Boxster;2;4;Man-6;2WD;Gasoline;2017
